,0,1
0,0.7741935483870968,0.22580645161290322
1,0.9795918367346939,0.02040816326530612
2,0.7741935483870968,0.22580645161290322
3,0.9795918367346939,0.02040816326530612
4,0.32558139534883723,0.6744186046511628
5,0.7954545454545454,0.20454545454545456
6,0.8666666666666667,0.13333333333333333
7,0.38095238095238093,0.6190476190476191
8,0.6428571428571429,0.35714285714285715
9,0.6428571428571429,0.35714285714285715
10,0.07894736842105263,0.9210526315789473
11,0.38095238095238093,0.6190476190476191
12,0.7954545454545454,0.20454545454545456
13,0.44,0.56
14,0.11764705882352941,0.8823529411764706
15,0.7954545454545454,0.20454545454545456
16,0.9795918367346939,0.02040816326530612
17,0.375,0.625
18,0.07894736842105263,0.9210526315789473
19,0.1891891891891892,0.8108108108108109
20,0.9795918367346939,0.02040816326530612
21,0.1891891891891892,0.8108108108108109
22,0.7954545454545454,0.20454545454545456
23,0.043478260869565216,0.9565217391304348
24,0.44,0.56
25,0.32558139534883723,0.6744186046511628
26,0.8666666666666667,0.13333333333333333
27,0.043478260869565216,0.9565217391304348
28,0.32558139534883723,0.6744186046511628
29,0.375,0.625
30,0.9795918367346939,0.02040816326530612
31,0.1891891891891892,0.8108108108108109
32,0.7575757575757576,0.24242424242424243
33,0.7954545454545454,0.20454545454545456
34,0.6428571428571429,0.35714285714285715
35,0.9795918367346939,0.02040816326530612
36,0.375,0.625
37,0.7575757575757576,0.24242424242424243
38,0.07894736842105263,0.9210526315789473
39,0.6428571428571429,0.35714285714285715
40,0.44,0.56
41,0.375,0.625
42,0.043478260869565216,0.9565217391304348
43,0.38095238095238093,0.6190476190476191
44,0.32558139534883723,0.6744186046511628
45,0.7741935483870968,0.22580645161290322
46,0.8666666666666667,0.13333333333333333
47,0.11764705882352941,0.8823529411764706
48,0.32558139534883723,0.6744186046511628
49,0.07894736842105263,0.9210526315789473
50,0.3333333333333333,0.6666666666666666
51,0.043478260869565216,0.9565217391304348
52,0.7954545454545454,0.20454545454545456
53,0.7575757575757576,0.24242424242424243
54,0.1891891891891892,0.8108108108108109
55,0.043478260869565216,0.9565217391304348
56,0.1891891891891892,0.8108108108108109
57,0.07894736842105263,0.9210526315789473
58,0.44,0.56
59,0.7954545454545454,0.20454545454545456
60,0.44,0.56
61,0.375,0.625
62,0.07894736842105263,0.9210526315789473
63,0.7954545454545454,0.20454545454545456
64,0.6428571428571429,0.35714285714285715
65,0.9795918367346939,0.02040816326530612
66,0.6428571428571429,0.35714285714285715
67,0.7741935483870968,0.22580645161290322
68,0.7575757575757576,0.24242424242424243
69,0.32558139534883723,0.6744186046511628
70,0.3333333333333333,0.6666666666666666
71,0.44,0.56
72,0.1891891891891892,0.8108108108108109
73,0.375,0.625
74,0.38095238095238093,0.6190476190476191
75,0.9795918367346939,0.02040816326530612
76,0.6428571428571429,0.35714285714285715
77,0.7954545454545454,0.20454545454545456
78,0.8666666666666667,0.13333333333333333
